Disease,Count,Prior_Probability
Salivary Gland Stones (Sialolithiasis),5,1.0838698489085431e-05
Ischemic Cerebellar Infarction,5,1.0838698489085431e-05
Mandibular Condylar Fracture,5,1.0838698489085431e-05
Primary Brain Tumor,5,1.0838698489085431e-05
Intestinal Spasm,5,1.0838698489085431e-05
Aphakia,5,1.0838698489085431e-05
Cholangitis Hepatitis Syndrome,5,1.0838698489085431e-05
Scrub Typhus,5,1.0838698489085431e-05
Spleen and Kidney Yang Deficiency,5,1.0838698489085431e-05
Damp-heat in the gastrointestinal tract,5,1.0838698489085431e-05
Small Intestinal Tumors,5,1.0838698489085431e-05
Rickettsiosis,5,1.0838698489085431e-05
Fly-bite Dermatitis,5,1.0838698489085431e-05
Nonspecific Cardiomyopathy,5,1.0838698489085431e-05
Hepatocellular Carcinoma,5,1.0838698489085431e-05
Subconjunctival Fat Prolapse,5,1.0838698489085431e-05
Tooth Wear (Normal),5,1.0838698489085431e-05
Excessive Heat in the Stomach,5,1.0838698489085431e-05
Chinchilla Hair Ring,5,1.0838698489085431e-05
Salt Poisoning,5,1.0838698489085431e-05
Seizure Under Investigation,5,1.0838698489085431e-05
Spleen Qi Deficiency and Collapse,5,1.0838698489085431e-05
"Brittle Skin Disease (Skin Fragility, Skin Weakness, Skin Paralysis, Ehlers-Danlos Syndrome)",5,1.0838698489085431e-05
Tricuspid regurgitation,5,1.0838698489085431e-05
Testicular and Epididymal Diseases,5,1.0838698489085431e-05
Bumblebee Mandrill Toxin Poisoning (Large Tiger Head Wasp),5,1.0838698489085431e-05
Hippocampal Necrosis,5,1.0838698489085431e-05
Lung and Spleen Qi Deficiency,5,1.0838698489085431e-05
Epidural Hematoma,5,1.0838698489085431e-05
Oral Melanoma,5,1.0838698489085431e-05
Fracture of the Coccyx,5,1.0838698489085431e-05
Masticatory Myositis,5,1.0838698489085431e-05
Cardiac Yang Collapse,5,1.0838698489085431e-05
Inward displacement of the epiglottic cartilage,5,1.0838698489085431e-05
Ventricular Fibrillation,5,1.0838698489085431e-05
Intestinal Excessive Heat,4,8.670958791268344e-06
Primary Cerebellar Tumor,4,8.670958791268344e-06
Ocular Palpebral Diseases,4,8.670958791268344e-06
Salivary Gland Tumors,4,8.670958791268344e-06
Lincomycin Drug Poisoning,4,8.670958791268344e-06
Vitamin D Deficiency,4,8.670958791268344e-06
Exocrine Pancreatic Diseases,4,8.670958791268344e-06
Epithelioid Mesothelioma,4,8.670958791268344e-06
Oral Plasma Cell Tumor,4,8.670958791268344e-06
Paraprostatic Cyst,4,8.670958791268344e-06
Oligodontia,4,8.670958791268344e-06
Ethanol Poisoning,4,8.670958791268344e-06
Avulsion of the origin of the extensor digitorum longus tendon,4,8.670958791268344e-06
Congenital Eyelid Coloboma,4,8.670958791268344e-06
Canine Multifocal Retinopathy (CMR),4,8.670958791268344e-06
Dry Socket/Alveolar Osteitis,4,8.670958791268344e-06
Blood Feather Damage,4,8.670958791268344e-06
Avulsion of the Extensor Digitorum Longus Tendon Origin,4,8.670958791268344e-06
Stasis and turbidity obstruction,4,8.670958791268344e-06
Malignant Glaucoma,4,8.670958791268344e-06
Anismus,4,8.670958791268344e-06
Necrotizing Granulomatous Scleritis,4,8.670958791268344e-06
Proximal Humeral Metaphyseal Fracture,4,8.670958791268344e-06
Hepato-gastric Yin Deficiency,4,8.670958791268344e-06
Gastrointestinal Stromal Tumor (GIST),4,8.670958791268344e-06
Diffuse Idiopathic Skeletal Hyperostosis (DISH),4,8.670958791268344e-06
Hyperkalemic Periodic Paralysis/Paralysis,4,8.670958791268344e-06
Thoracic Wall Penetration Injury,4,8.670958791268344e-06
Excess Estrogen,4,8.670958791268344e-06
Yin Injury and Stomach Failure,4,8.670958791268344e-06
Sunstroke,4,8.670958791268344e-06
Eyelid Defect,4,8.670958791268344e-06
Evan's Syndrome,4,8.670958791268344e-06
Ear cartilage inflammation,4,8.670958791268344e-06
Psychogenic Self-induced Hair Loss,4,8.670958791268344e-06
Peripheral Odontogenic Fibroma,4,8.670958791268344e-06
Tracheal Granuloma,4,8.670958791268344e-06
Thoracic vertebral fracture,4,8.670958791268344e-06
Beak Disorders,4,8.670958791268344e-06
Lymphorrhagia,4,8.670958791268344e-06
Sinus Bradycardia,4,8.670958791268344e-06
Blood Stasis Obstructing the Collaterals,4,8.670958791268344e-06
Congenital Absence/Hypoplasia of the Urethra,4,8.670958791268344e-06
Lead Poisoning,4,8.670958791268344e-06
Abnormal medial canthal skin (entropion of the medial canthus),4,8.670958791268344e-06
Liver Blood Deficiency,4,8.670958791268344e-06
Immune-Mediated Hemolytic Anemia (IMHA),4,8.670958791268344e-06
Muscle Strain of the Tailbone Region,4,8.670958791268344e-06
Ulcerative Lymphangitis,4,8.670958791268344e-06
Extracular Myositis,4,8.670958791268344e-06
Simple Crown-Root Fracture,4,8.670958791268344e-06
Squamous Metaplasia of the Prostate,4,8.670958791268344e-06
Renal Tubular Acidosis (RTA),4,8.670958791268344e-06
Nutritional Metabolic Cataract,4,8.670958791268344e-06
Non-erosive polyarthritis,4,8.670958791268344e-06
Vomiting of Undetermined Origin,4,8.670958791268344e-06
Carbon Monoxide Poisoning,4,8.670958791268344e-06
Cat Vitamin A Poisoning,4,8.670958791268344e-06
Structural Epilepsy,4,8.670958791268344e-06
Immunologically Mediated Conjunctivitis,4,8.670958791268344e-06
Kidney Essence is Unstable,4,8.670958791268344e-06
Fibrous Vitreoretinal Adhesion,4,8.670958791268344e-06
Damp-heat descending,4,8.670958791268344e-06
TCC (Technical Cooperation Committee),4,8.670958791268344e-06
Class II Malocclusion,4,8.670958791268344e-06
Continuous Administration of Blood and Immune System Medications,4,8.670958791268344e-06
Ventricular Autonomic Rhythm,4,8.670958791268344e-06
Meniscus Injury,4,8.670958791268344e-06
Auricular Chondritis,4,8.670958791268344e-06
Limb Osteosarcoma,4,8.670958791268344e-06
Liver Meridian Stagnation Heat,4,8.670958791268344e-06
Osteochondritis,4,8.670958791268344e-06
Methemoglobinemia,4,8.670958791268344e-06
Hepatic Portal Venous Shunt (Acquired),4,8.670958791268344e-06
Proliferative Retinopathy,4,8.670958791268344e-06
Malignant Melanoma,4,8.670958791268344e-06
Triceps Tendon Avulsion,4,8.670958791268344e-06
Chicken Claudication,4,8.670958791268344e-06
Uremic Stomatitis,4,8.670958791268344e-06
Hypoxia of the Brain,4,8.670958791268344e-06
Trichomegaly,4,8.670958791268344e-06
Gastric Adenocarcinoma,4,8.670958791268344e-06
Gastrointestinal System Mastocytoma,4,8.670958791268344e-06
Arsenic Poisoning,4,8.670958791268344e-06
Injury from Improper Diet leading to Diarrhea,4,8.670958791268344e-06
Nasal Speculum Tumor,4,8.670958791268344e-06
Extraskeletal Osteosarcoma,4,8.670958791268344e-06
Follicular retention,4,8.670958791268344e-06
Respiratory Sinus Arrhythmia,4,8.670958791268344e-06
Flaccidity Syndrome,4,8.670958791268344e-06
Idiopathic Immune-Mediated Non-Erosive Polyarthritis,4,8.670958791268344e-06
Nephrotic Syndrome with Proteinuria,4,8.670958791268344e-06
Biliary Tract Cancer,4,8.670958791268344e-06
Accumulated Heat in the Spleen and Stomach,4,8.670958791268344e-06
Mediastinal Diseases,4,8.670958791268344e-06
Nephrotic Syndrome with Protein-Losing Nephropathy,4,8.670958791268344e-06
Quadrigeminal Cyst,4,8.670958791268344e-06
Colorectal Leiomyoma,4,8.670958791268344e-06
Horseshoe Nail Injury,4,8.670958791268344e-06
Copper Storage Hepatopathy,3,6.503219093451258e-06
Flexor tendon contracture,3,6.503219093451258e-06
Wooden Keratitis,3,6.503219093451258e-06
Testicular Torsion,3,6.503219093451258e-06
Lock anus,3,6.503219093451258e-06
Acute Non-Compressive Nucleus Pulposus Herniation,3,6.503219093451258e-06
Day Blindness,3,6.503219093451258e-06
Hepatic Abscess,3,6.503219093451258e-06
Retrobulbar Abscess (Rodent),3,6.503219093451258e-06
Cholangiohepatitis Syndrome,3,6.503219093451258e-06
Liver and Gallbladder Fire Flaring,3,6.503219093451258e-06
Green Algae Poisoning,3,6.503219093451258e-06
Masticatory Muscle Myositis,3,6.503219093451258e-06
Tetracycline Drug Poisoning,3,6.503219093451258e-06
Nasosinusitis,3,6.503219093451258e-06
Insulinoma,3,6.503219093451258e-06
Pending Examination of Bloody Stool,3,6.503219093451258e-06
Atrial Fibrillation,3,6.503219093451258e-06
Disharmony of ascending and descending functions,3,6.503219093451258e-06
Extralocular Myositis,3,6.503219093451258e-06
Quadriceps Contracture,3,6.503219093451258e-06
Conjunctivitis Associated with Tear Deficiency,3,6.503219093451258e-06
Enamel Hypoplasia,3,6.503219093451258e-06
Hypercoagulable State,3,6.503219093451258e-06
Gastric Nematodiasis,3,6.503219093451258e-06
Complex crown fracture,3,6.503219093451258e-06
Incarcerated Intestinal Obstruction,3,6.503219093451258e-06
Apocrine Cystadenoma,3,6.503219093451258e-06
Multiple Myeloma,3,6.503219093451258e-06
Axonopathy/Neuronopathy,3,6.503219093451258e-06
Polymyxin Poisoning,3,6.503219093451258e-06
Hypertrophic Neuropathy,3,6.503219093451258e-06
Multiple System Neuronal Degenerative/Dystrophic Disorders,3,6.503219093451258e-06
Excessive Heat in the Lung and Stomach,3,6.503219093451258e-06
Adrenal Cortex Tumors,3,6.503219093451258e-06
Weak Colt,3,6.503219093451258e-06
Ichthyosis,3,6.503219093451258e-06
Hepatoblastoma,3,6.503219093451258e-06
Peter Anomaly,3,6.503219093451258e-06
Cutaneous Lupus Erythematosus,3,6.503219093451258e-06
Snakebite Envenomation,3,6.503219093451258e-06
Secondary Cerebellar Tumor,3,6.503219093451258e-06
Histoplasmosis,3,6.503219093451258e-06
Hemorrhagic Brain Disease,3,6.503219093451258e-06
Canine Spiny Keratocanthoma-Type Ameloblastoma,3,6.503219093451258e-06
Reovirus Infection,3,6.503219093451258e-06
Deficiency and Decline of Yang Qi,3,6.503219093451258e-06
Tumors of the Nasal Cavity and Paranasal Sinuses,3,6.503219093451258e-06
Oral Osteosarcoma,3,6.503219093451258e-06
Tricuspid Valve Degenerative Disease,3,6.503219093451258e-06
Allergic/Eosinophilic Lung Diseases,3,6.503219093451258e-06
Hepatic Vacuolar Degeneration,3,6.503219093451258e-06
Chororetinitis,3,6.503219093451258e-06
Paraneoplastic Cerebellar Degeneration,3,6.503219093451258e-06
Posterior Dislocation of the Lens,3,6.503219093451258e-06
Paraneoplastic Neurological Disorders,3,6.503219093451258e-06
Missing tympanic membrane,3,6.503219093451258e-06
Fibrohistiocytic Tumor,3,6.503219093451258e-06
Epithelioid Lymphoma,3,6.503219093451258e-06
Vitreous Membrane,3,6.503219093451258e-06
Tear of the ear canal,3,6.503219093451258e-06
Kidney Qi Deficiency,3,6.503219093451258e-06
Water Drum,3,6.503219093451258e-06
Cutaneous tag,3,6.503219093451258e-06
Decayed Shell,3,6.503219093451258e-06
Lateral collateral ligament rupture,3,6.503219093451258e-06
Chronic Lymphocytic Leukemia,3,6.503219093451258e-06
Atrial Wall Tear,3,6.503219093451258e-06
Medial Coronoid Process Fracture,3,6.503219093451258e-06
Intercondylar Fracture of the Distal Humerus,3,6.503219093451258e-06
Damp-Heat Syndrome,3,6.503219093451258e-06
Appetite Decrease/Anorexia Under Investigation,3,6.503219093451258e-06
Intraoral papilloma,3,6.503219093451258e-06
Spleen Deficiency with Phlegm Dampness,3,6.503219093451258e-06
Hepatic Failure,3,6.503219093451258e-06
Macrodontia,3,6.503219093451258e-06
Lacrimal Punctal Occlusion,3,6.503219093451258e-06
Hypoplasia of the Optic Nerve,3,6.503219093451258e-06
Chronic Lymphocytic Leukemia (CLL),3,6.503219093451258e-06
Focal Infectious Myositis,3,6.503219093451258e-06
Phaeohyphomycosis,3,6.503219093451258e-06
Sinking of Middle Qi,3,6.503219093451258e-06
Impacted Tooth,3,6.503219093451258e-06
Stomach Qi fails to descend,3,6.503219093451258e-06
Mycetoma (Pseudoactinomycotic Mycetoma),3,6.503219093451258e-06
Overgrown cheek teeth,3,6.503219093451258e-06
Parasitic Dermatitis,3,6.503219093451258e-06
Phenol Poisoning,3,6.503219093451258e-06
Chylous Ascites,3,6.503219093451258e-06
Conical/Spherical Lens,3,6.503219093451258e-06
Rhabdomyosarcoma,3,6.503219093451258e-06
Progressive Retinal Degeneration,3,6.503219093451258e-06
Cutaneous Lymphoma,3,6.503219093451258e-06
Myelofibrosis,3,6.503219093451258e-06
Postnatal Malnutrition,3,6.503219093451258e-06
Trunk Cyclical Alopecia,3,6.503219093451258e-06
Nocardiosis,3,6.503219093451258e-06
Frostbite,3,6.503219093451258e-06
Eclampsia,3,6.503219093451258e-06
Gemini teeth,3,6.503219093451258e-06
Damp-heat in the lower jiao,3,6.503219093451258e-06
Cancer,3,6.503219093451258e-06
Pituitary Diseases,3,6.503219093451258e-06
Primary Dyskeratosis,3,6.503219093451258e-06
MCT LSA,3,6.503219093451258e-06
Yangming Fushi Syndrome,3,6.503219093451258e-06
Intestinal Wind Injuring the Collaterals,3,6.503219093451258e-06
Central Nervous System Tumors,3,6.503219093451258e-06
Tumor of the Third Eyelid,3,6.503219093451258e-06
Hexamethonium/Hexamethonium Poisoning,3,6.503219093451258e-06
Spleen Qi Disharmony,3,6.503219093451258e-06
Dentine Tartar,3,6.503219093451258e-06
Congenital Lens Dislocation,3,6.503219093451258e-06
Tibial Fascia Tensor Muscle Injury,3,6.503219093451258e-06
Digestive System Tumors,3,6.503219093451258e-06
Lens Injury,3,6.503219093451258e-06
Decayed shell,3,6.503219093451258e-06
Dampness Obstructing the Defensive Qi,3,6.503219093451258e-06
Spleen Failing to Govern Blood,3,6.503219093451258e-06
Prostate Cancer,3,6.503219093451258e-06
Abnormal inner canthal skin (entropion of the inner canthus),3,6.503219093451258e-06
Myopathy (Metabolic),3,6.503219093451258e-06
Thoracic wall penetration injury,3,6.503219093451258e-06
Salivary Retention Cysts and Mucous Cysts (Salivary Gland Cysts),3,6.503219093451258e-06
Epidural tumor,3,6.503219093451258e-06
Sebaceous Gland Tumor,3,6.503219093451258e-06
Verruca Plana,3,6.503219093451258e-06
Jugular veinitis,3,6.503219093451258e-06
Class III Malocclusion,3,6.503219093451258e-06
Orbital Fracture,3,6.503219093451258e-06
Waterlogging and immersion,3,6.503219093451258e-06
Hepatic Portal Vein Shunt (Congenital),3,6.503219093451258e-06
Sinus Arrest and Sinoatrial Block,3,6.503219093451258e-06
Conjunctivitis Associated with Lacrimal Deficiency,3,6.503219093451258e-06
Bladder dysplasia,3,6.503219093451258e-06
Fibrotic Myopathy,3,6.503219093451258e-06
Auricular chondritis,3,6.503219093451258e-06
Thymic Lymphoma,3,6.503219093451258e-06
Exfoliation of the nail,3,6.503219093451258e-06
Cutaneous Angiosarcoma,3,6.503219093451258e-06
Rhinosporidiosis,3,6.503219093451258e-06
Hepatic Blood Deficiency,3,6.503219093451258e-06
Chronic Myeloid Leukemia (CML),3,6.503219093451258e-06
Multiple System Neuronal Degenerative Disorders/Dystrophy,3,6.503219093451258e-06
Implanted Chip,3,6.503219093451258e-06
Blood and Qi rushing upwards,3,6.503219093451258e-06
Bouvier des Flandres Laryngeal/Esophageal Dysfunction,3,6.503219093451258e-06
Gastrointestinal Cold Syndrome,2,4.335479395634172e-06
Endrin Poisoning,2,4.335479395634172e-06
Otitis Media with Suppuration,2,4.335479395634172e-06
Hansen Type I Intervertebral Disc Herniation,2,4.335479395634172e-06
Continuous Ophthalmic Drug Delivery,2,4.335479395634172e-06
Cysticercosis,2,4.335479395634172e-06
Sinus cyst,2,4.335479395634172e-06
Heart and Kidney Yin Deficiency,2,4.335479395634172e-06
Immunologically Mediated Dry Eye Disease,2,4.335479395634172e-06
Excessive Damp Fire,2,4.335479395634172e-06
Band Keratopathy,2,4.335479395634172e-06
Foramen Magnum-Related Malformations,2,4.335479395634172e-06
Continuous Administration to the Cardiovascular System,2,4.335479395634172e-06
Blood Deficiency Generating Wind,2,4.335479395634172e-06
Transitional Cell Carcinoma,2,4.335479395634172e-06
Ciliary Body Tumor,2,4.335479395634172e-06
Cricopharyngeal Paresis/Dysfunction,2,4.335479395634172e-06
Injury to the ulnar flexor muscles of the wrist,2,4.335479395634172e-06
Sudden Deafness,2,4.335479395634172e-06
Horn ulcers,2,4.335479395634172e-06
Posterior Elastic Layer Bulging,2,4.335479395634172e-06
Laryngeal Tumor,2,4.335479395634172e-06
Equine Strangles,2,4.335479395634172e-06
Ceruminous Cystadenomatosis,2,4.335479395634172e-06
Nasal bleeding,2,4.335479395634172e-06
Accumulation and Stagnation,2,4.335479395634172e-06
Renal-Associated Encephalopathy,2,4.335479395634172e-06
Yang Collapse Syndrome,2,4.335479395634172e-06
Idiopathic Aseptic Granuloma and Purulent Granuloma,2,4.335479395634172e-06
Lithium Poisoning,2,4.335479395634172e-06
Intrahepatic Arteriovenous Malformation,2,4.335479395634172e-06
Cushing's Syndrome / Hypercortisolism,2,4.335479395634172e-06
Injury from Food and Drink leading to Diarrhea,2,4.335479395634172e-06
Non-lymphatic Splenic Sarcoma,2,4.335479395634172e-06
Corneal Epithelial Inclusion Cyst,2,4.335479395634172e-06
Rupture of the Collateral Ligament,2,4.335479395634172e-06
Acetaldehyde Poisoning,2,4.335479395634172e-06
Bladder polyp,2,4.335479395634172e-06
Pharyngeal/Laryngeal Myositis,2,4.335479395634172e-06
Chondroma,2,4.335479395634172e-06
Dental Pulp Stone,2,4.335479395634172e-06
Aphthous Ulcer,2,4.335479395634172e-06
Kidney Deficiency leading to Edema,2,4.335479395634172e-06
Bite wound,2,4.335479395634172e-06
Pharyngeal Trauma,2,4.335479395634172e-06
Intraocular Sarcoma,2,4.335479395634172e-06
Oxyuriasis,2,4.335479395634172e-06
Sebaceous Gland Adenoma,2,4.335479395634172e-06
Calcium-Phosphorus Metabolism Disorder,2,4.335479395634172e-06
Transient myocardial hypertrophy,2,4.335479395634172e-06
Marine Biotoxin Poisoning,2,4.335479395634172e-06
Bladder Dysfunction - Detrusor Hypotonia,2,4.335479395634172e-06
Hot strangury,2,4.335479395634172e-06
Congenital Uveal Anomalies,2,4.335479395634172e-06
Disharmony of Ascending and Descending,2,4.335479395634172e-06
Supply-Chain Coordination Committee,2,4.335479395634172e-06
Vascular Pseudohemophilia,2,4.335479395634172e-06
Hyperplasia of Mammary Glands,2,4.335479395634172e-06
Manic Disorder,2,4.335479395634172e-06
Cat Pupil Spasm Syndrome,2,4.335479395634172e-06
Hypertension of Liver Yang,2,4.335479395634172e-06
Hyper viscosity syndrome,2,4.335479395634172e-06
Nutritional Myopathy,2,4.335479395634172e-06
Salivary Gland Tumor,2,4.335479395634172e-06
Senile Iris Atrophy,2,4.335479395634172e-06
Aelurostrongylus abstrusus (Feline Lungworm),2,4.335479395634172e-06
Congenital Vascular Diseases,2,4.335479395634172e-06
Neonatal Horse Hemolytic Disease,2,4.335479395634172e-06
Masticatory Myositis / Atrophic Myositis,2,4.335479395634172e-06
Methoxyflurane Poisoning,2,4.335479395634172e-06
Visual Cortex Lesion,2,4.335479395634172e-06
Mediastinitis,2,4.335479395634172e-06
Harmless Treatment,2,4.335479395634172e-06
Supernumerary Teeth,2,4.335479395634172e-06
Nematode Infection of the Eyelid,2,4.335479395634172e-06
Hookworm Larva Dermatitis,2,4.335479395634172e-06
Use of Interferon Alpha and Interferon Beta,2,4.335479395634172e-06
Damp-heat in the bladder,2,4.335479395634172e-06
Idiopathic Hyperkeratosis of the Nasal Tip,2,4.335479395634172e-06
Small lacrimal punctum,2,4.335479395634172e-06
Endocrine-Related Encephalopathy,2,4.335479395634172e-06
Crystalline Corneal Opacification,2,4.335479395634172e-06
Horn Injury,2,4.335479395634172e-06
Folic Acid Deficiency,2,4.335479395634172e-06
Mast Cell Tumor (MCT),2,4.335479395634172e-06
Hepatic Fire Hyperactivity,2,4.335479395634172e-06
Osteomyelitis due to sepsis,2,4.335479395634172e-06
Idiopathic Liver Fibrosis,2,4.335479395634172e-06
Qi Stagnation and Dampness Obstruction,2,4.335479395634172e-06
Squamous Cell Tumor,2,4.335479395634172e-06
Liver Channel Wind-Heat,2,4.335479395634172e-06
External Auditory Canal Hyperplasia,2,4.335479395634172e-06
Rheumatism,2,4.335479395634172e-06
Postpartum Milk,2,4.335479395634172e-06
Hornet Sting Wound,2,4.335479395634172e-06
Evil Invasion and Righteous Collapse,2,4.335479395634172e-06
Quadriceps Rigidity,2,4.335479395634172e-06
Andromedotoxin Poisoning,2,4.335479395634172e-06
Gastrointestinal Dryness and Heat,2,4.335479395634172e-06
Liver and Gallbladder Heat Syndrome,2,4.335479395634172e-06
Diabetic Retinopathy,2,4.335479395634172e-06
Colorectal Tumors,2,4.335479395634172e-06
Bark Rot Disease,2,4.335479395634172e-06
Heart and Kidney Yang Deficiency,2,4.335479395634172e-06
Infraspinatus Tendon Contracture,2,4.335479395634172e-06
Punctum Luteum,2,4.335479395634172e-06
Rheumatic Muscular Accumulation,2,4.335479395634172e-06
Diabetes—Hyperosmolar Coma,2,4.335479395634172e-06
Fibrosis Reactive Enteritis,2,4.335479395634172e-06
Feather and Feather Follicle Diseases,2,4.335479395634172e-06
Feline Atopic Syndrome (FAS),2,4.335479395634172e-06
Odontogenic Calcifying Epithelial Tumor,2,4.335479395634172e-06
Neuroblastoma,2,4.335479395634172e-06
Hepato-Gastric Yin Deficiency,2,4.335479395634172e-06
Phlegm-Damp Obstructing the Lung,2,4.335479395634172e-06
Leukoderma,2,4.335479395634172e-06
Porencephaly,2,4.335479395634172e-06
Anal sac adenocarcinoma,2,4.335479395634172e-06
TCC (Transaction Coordination Committee),2,4.335479395634172e-06
Tularemia,2,4.335479395634172e-06
Thermal Bi Syndrome,2,4.335479395634172e-06
Aortic Body Tumor,2,4.335479395634172e-06
Gingivitis/Periodontitis,2,4.335479395634172e-06
Autoimmune Polymyositis,2,4.335479395634172e-06
Remote Sensory Motor Neuropathy,2,4.335479395634172e-06
Deformation of T-shaped cartilage,2,4.335479395634172e-06
Pemphigus Vulgaris,2,4.335479395634172e-06
Esophageal stenosis,2,4.335479395634172e-06
Clutch Jamming,2,4.335479395634172e-06
Atrial Standstill,2,4.335479395634172e-06
Aminoglycoside Drug Poisoning,2,4.335479395634172e-06
Tumors of the Toe Region,2,4.335479395634172e-06
Senile Iridatrophy,2,4.335479395634172e-06
Vaginal Malformation,2,4.335479395634172e-06
Echinoma,2,4.335479395634172e-06
Osteochondrosarcoma of the Extremities,2,4.335479395634172e-06
Necrotizing Meningoencephalitis - Cerebral Type,2,4.335479395634172e-06
Upper Jiao Heat Stagnation,2,4.335479395634172e-06
Pigmentation Abnormalities,2,4.335479395634172e-06
Caudal Occipital Malformation Syndrome,2,4.335479395634172e-06
Bursal Disease,2,4.335479395634172e-06
Limbic Melanocytoma,2,4.335479395634172e-06
Heterochromia Iridis,2,4.335479395634172e-06
Disappearance of palpebral reflex,2,4.335479395634172e-06
Tuberculosis,2,4.335479395634172e-06
Vitreoretinal Fibrous Adhesion,2,4.335479395634172e-06
Chest Bi-Syndrome,2,4.335479395634172e-06
Lumbar Vertebral Fracture,2,4.335479395634172e-06
Excessive Summer Heat Penetration,2,4.335479395634172e-06
Iridic Melanosis,2,4.335479395634172e-06
Phlegm-Damp Stagnation,2,4.335479395634172e-06
Qi Stagnation Syndrome,2,4.335479395634172e-06
Temporomandibular Joint Locking Syndrome,2,4.335479395634172e-06
Horsepox,2,4.335479395634172e-06
Lymphocyte-Plasma Cell Periodontitis/Pharyngitis,2,4.335479395634172e-06
Pseudoneoplasms (Rodentia),2,4.335479395634172e-06
Yin Deficiency with Flaring Fire,2,4.335479395634172e-06
Anterior Chamber Hypopyon,2,4.335479395634172e-06
Liver and Gallbladder Heat Stagnation,2,4.335479395634172e-06
Myeloschisis,2,4.335479395634172e-06
Fiber-Reactive Enteritis,2,4.335479395634172e-06
Appetite Decrease/Anorexia to be Investigated,2,4.335479395634172e-06
Conjunctival injury,2,4.335479395634172e-06
Parasitic Encephalopathy,2,4.335479395634172e-06
Spinal Arachnoid Diverticulum,2,4.335479395634172e-06
"MCT LSA

(Note: ""MCT LSA"" is an abbreviation or specific term that may not have a direct translation. It is often best to keep such terms in their original form to maintain accuracy and avoid misinterpretation. If additional context is provided, a more specific translation or explanation could be given.)",2,4.335479395634172e-06
Tarsal Inversion with Trichiasis,2,4.335479395634172e-06
Tear Wound of the Ear,2,4.335479395634172e-06
Retinal Dysplasia,2,4.335479395634172e-06
Conjunctivitis associated with tear deficiency,2,4.335479395634172e-06
Chicken Lame,2,4.335479395634172e-06
Epidermolysis Bullosa,2,4.335479395634172e-06
Hemorrhagic Cerebellar Infarction,2,4.335479395634172e-06
Phlegm-Dampness Accumulating in the Lung,2,4.335479395634172e-06
Dermal sinus,2,4.335479395634172e-06
Internal stagnation of summer heat,2,4.335479395634172e-06
Rectovaginal Fistula,2,4.335479395634172e-06
Ceruminous adenoma,2,4.335479395634172e-06
Hepatocellular Adenoma,2,4.335479395634172e-06
Yin Injury and Stomach Collapse,2,4.335479395634172e-06
"""Night Blindness""",2,4.335479395634172e-06
Penetrating Chest Wall Trauma,2,4.335479395634172e-06
Leukocyte Adhesion Deficiency (LAD),2,4.335479395634172e-06
Retention and Stagnation,2,4.335479395634172e-06
Renal Tubular Acidosis,2,4.335479395634172e-06
Flat Wart,2,4.335479395634172e-06
Trichinosis,2,4.335479395634172e-06
English Springer Spaniel Multisystem Disease,2,4.335479395634172e-06
Fusion of tooth roots,2,4.335479395634172e-06
Mycetoma (Pseudoactinomycetic Granuloma),2,4.335479395634172e-06
Fracture of the nasal bone,2,4.335479395634172e-06
Salt poisoning,2,4.335479395634172e-06
Phthisis bulbi,2,4.335479395634172e-06
Intramedullary Tumor,2,4.335479395634172e-06
Senile Iridic Atrophy,2,4.335479395634172e-06
Acupuncture Health Care,2,4.335479395634172e-06
Dentine Peg,2,4.335479395634172e-06
Injury due to Improper Diet leading to Diarrhea,2,4.335479395634172e-06
Deficiency Cold Syndrome,2,4.335479395634172e-06
Penile Fracture,2,4.335479395634172e-06
Fracture of the pedal bone,2,4.335479395634172e-06
Retention and stagnation,2,4.335479395634172e-06
Gastrinoma,2,4.335479395634172e-06
Congenital Misplacement of Lacrimal Puncta and Lacrimal Canaliculi,2,4.335479395634172e-06
Intraocular Tumor,2,4.335479395634172e-06
Kidney Deficiency and Marrow Depletion,2,4.335479395634172e-06
Phlegm-heat obstructing the lung,2,4.335479395634172e-06
Choline Deficiency,2,4.335479395634172e-06
Hypertensive Liver Yang,2,4.335479395634172e-06
Tracheal dysplasia,2,4.335479395634172e-06
Intimidated and Timid,2,4.335479395634172e-06
Hypopigmentary alopecia,2,4.335479395634172e-06
Insufficient Lung Qi,2,4.335479395634172e-06
Tonsillar Tumor,2,4.335479395634172e-06
Complete Dislocation of the Lens,2,4.335479395634172e-06
Visual Center Lesion,1,2.167739697817086e-06
Cystadenoma,1,2.167739697817086e-06
Externa Parasite Control,1,2.167739697817086e-06
Continuous Drug Delivery via the Dermatological System,1,2.167739697817086e-06
Cyclic trunk alopecia,1,2.167739697817086e-06
Otitis Media with Effusion,1,2.167739697817086e-06
"Viral, Rickettsial, and Protozoal Dermatoses",1,2.167739697817086e-06
Supraventricular Tachycardia,1,2.167739697817086e-06
Cushing's Syndrome/Hyperadrenocorticism,1,2.167739697817086e-06
Spleen Deficiency Diarrhea,1,2.167739697817086e-06
Lymphoplasmacytic Periodontitis/Pharyngitis,1,2.167739697817086e-06
Ganglioneuroma,1,2.167739697817086e-06
Penicillamine Poisoning (Penicillin Degradation Product),1,2.167739697817086e-06
Cholesterol Deposition in the Eye,1,2.167739697817086e-06
Blood Stasis Blocking the Collaterals,1,2.167739697817086e-06
Foreign Body in the Nasotracheal Airway,1,2.167739697817086e-06
