Symptom1,Symptom2,Count
Increased urination,Mental depression,41
Increased urination,Vomiting,35
Increased urination,Urinary Incontinence,22
Increased urination,Salivation,5
Increased urination,Limping,1
Increased urination,Increased water intake,5
Increased urination,No defecation,10
Increased urination,Neurological symptoms (such as seizures),1
Increased urination,No Urination,11
Increased urination,Weakness,1
Increased urination,Itching,2
Increased urination,Rubbing the buttocks,1
Increased urination,Reduced water intake,7
Increased urination,Paralysis of the hind limbs,2
Increased urination,Reduced food intake,10
Increased urination,Polydipsia and Polyuria,5
Increased urination,Pain,2
Increased urination,Respiratory Deficiency,1
Increased urination,Shortness of breath,1
Increased urination,Weakness of the limbs,1
Increased urination,Purulent ocular discharge,2
Increased urination,Swelling at the base of the penis,9
Increased urination,Shaking Head and Scratching Ears,1
Increased urination,Loss of appetite,2
Increased urination,Oral Ulcer,1
Increased urination,Oliguria,11
Increased urination,Lymphadenopathy,2
Increased urination,Increased vaginal discharge,2
Increased urination,Syncope,1
Increased urination,"The head is held high, unwilling to bow down.",1
Increased urination,Thoracic breathing,1
Increased urination,Weight Fluctuation,2
Increased urination,Soft Stool,4
Increased urination,Sparse hair,1
Increased urination,Light-colored bloody stool,3
Increased urination,Melena,2
Increased urination,Muscle Atrophy,1
Increased urination,Pale visible mucosa,1
Increased urination,Pigmentation,1
Increased urination,Sneezing,2
Increased urination,Oliguria or Anuria,3
Increased urination,Ulcer,1
Increased urination,Mucosal Hemorrhage,2
Increased urination,Oral Bleeding,1
Increased urination,Weight loss,1
Increased urination,Urine appears yellow to dark brown.,1
Increased urination,Superficial Lymph Node Enlargement,1
Increased urination,Pupillary white discharge,1
Increased urination,Weakness in the limbs or forelimbs and hindlimbs,2
Increased urination,Pustule,1
Increased urination,Skin Bruising,1
Increased urination,Tic,1
Increased urination,"Lice, fleas, ticks, or mites found on the body",1
Increased urination,Skin Odor,1
Increased urination,Non-voiding,1
Increased urination,Salivate,1
Mucosal cyanosis,Reduced food intake,2
Mucosal cyanosis,Purulent Nasal Discharge (Nasal Discharge),8
Mucosal cyanosis,Runny nose,6
Mucosal cyanosis,Shortness of breath,18
Mucosal cyanosis,Paralysis of the hind limbs,2
Mucosal cyanosis,Skin Wound,3
Mucosal cyanosis,Reduced physical activity,1
Mucosal cyanosis,Unable to stand,1
Mucosal cyanosis,Vomiting,7
Mucosal cyanosis,Papule,2
Mucosal cyanosis,Polydipsia and Polyuria,2
Mucosal cyanosis,Skin redness and swelling,5
Mucosal cyanosis,Oral Bleeding,2
Mucosal cyanosis,Weight Fluctuation,3
Mucosal cyanosis,Nasal discharge,4
Mucosal cyanosis,Nasal speculum dryness and cracking,2
Mucosal cyanosis,Purple tongue,2
Mucosal cyanosis,On tiptoe,1
Mucosal cyanosis,Purulent ocular discharge,1
Mucosal cyanosis,Oral Ulcer,1
Mucosal cyanosis,Salivation,5
Mucosal cyanosis,Sneezing,5
Mucosal cyanosis,The head is held high and refuses to bow down.,1
Mucosal cyanosis,Purplish tongue,1
Mucosal cyanosis,Rhinitis sicca,1
Mucosal cyanosis,Pale visible mucosa,1
Mucosal cyanosis,Reduced water intake,1
Mucosal cyanosis,Tic,5
Mucosal cyanosis,Weakness in the limbs or forelimbs and hindlimbs,1
Mucosal cyanosis,No defecation,2
Mucosal cyanosis,Soft Stool,1
Mucosal cyanosis,Oily ear discharge,3
Mucosal cyanosis,Stiffness and difficulty in movement after prolonged lying down or upon getting up,1
Mucosal cyanosis,Visible mucosal cyanosis,1
Mucosal cyanosis,Unpleasant Skin Odor,1
Mucosal cyanosis,Skin redness,4
Mucosal cyanosis,Muscle Atrophy,1
Mucosal cyanosis,Mucus is attached to the feces.,1
Mucosal cyanosis,Patchy,1
Mucosal cyanosis,Purulent ear discharge,2
Mucosal cyanosis,Purulent intracanalicular discharge,2
Mucosal cyanosis,Purulent nasal discharge,1
Mucosal cyanosis,Pustule,1
Mucosal cyanosis,Rash,3
Mucosal cyanosis,Respiratory Deficiency,1
Mucosal cyanosis,Scab Formation,1
Mucosal cyanosis,Scales,3
Mucosal cyanosis,Serous Nasal Discharge,2
Mucosal cyanosis,Skin Inflammation,2
Mucosal cyanosis,Skin Odor,2
Mucosal cyanosis,Skin Ulcer Scar,2
Mucosal cyanosis,Skin injury,2
Mucosal cyanosis,Skin thickening,1
Mucosal cyanosis,Streaming frothy nasal discharge,1
Mucosal cyanosis,Swelling at the base of the penis,3
Mucosal cyanosis,Swelling under the eyes,1
Mucosal cyanosis,There are black spots the size of sesame seeds on the skin.,3
Mucosal cyanosis,Vaginal discharge,3
Mucosal cyanosis,Watery stool,1
Mucosal cyanosis,Urinary Incontinence,2
Mucosal cyanosis,Weakness in the limbs,2
Mucosal cyanosis,Pain,1
Mucosal cyanosis,Petechiae,2
Mucosal cyanosis,Plaque,1
Mucosal cyanosis,Red papules on the skin,1
Mucosal cyanosis,Redness and swelling,1
Mucosal cyanosis,Skin Injury,1
Mucosal cyanosis,Skin Itching,1
Mucosal cyanosis,Skin Swelling,2
Mucosal cyanosis,Thickening and roughening of the skin,1
Mucosal cyanosis,Thickening of the skin,1
Mucosal cyanosis,Ulcer,1
Mucosal cyanosis,Ulceration,1
Mucosal cyanosis,Quadriplegia,1
Mucosal cyanosis,Shock,2
Mucosal cyanosis,Nodule,1
Mucosal cyanosis,Patchy areas,1
Mucosal cyanosis,Petechia,1
Mucosal cyanosis,Scrotal erythema,1
Mucosal cyanosis,Skin Bruising,1
Mucosal cyanosis,Thickening and Coarsening of the Skin,1
Mucosal cyanosis,Ravenous appetite,1
Mucosal cyanosis,Uterine Prolapse,1
Epistaxis,Mucosal Ulcer,3
Epistaxis,Mental depression,8
Epistaxis,Sneezing,24
Epistaxis,Runny nose,7
Epistaxis,Limping,2
Epistaxis,Facial Edema,1
Epistaxis,Purulent ocular discharge,1
Epistaxis,Limb Edema,1
Epistaxis,Skin Wound,1
Epistaxis,Oral Bleeding,11
Epistaxis,Reduced food intake,1
Epistaxis,Shortness of breath,4
Epistaxis,Purulent Nasal Discharge (Nasal Discharge),9
Epistaxis,Nasal speculum dryness and cracking,3
Epistaxis,Hyporexia,6
Epistaxis,Mouth Breathing (Cat),1
Epistaxis,Tic,2
Epistaxis,Increased ocular discharge,5
Epistaxis,Pale visible mucosa,1
Epistaxis,Fecal incontinence,1
Epistaxis,Oral Ulcer,3
Epistaxis,Hematoma,1
Epistaxis,Nasal discharge,4
Epistaxis,Hematuria,3
Epistaxis,Gingival Swelling,1
Epistaxis,Purple tongue,1
Epistaxis,Exercise Intolerance,1
Epistaxis,Facial Swelling,1
Epistaxis,Oral Malodor,3
Epistaxis,Vomiting,1
Epistaxis,Skin redness,2
Epistaxis,Thickening and roughening of the skin,1
Epistaxis,Purulent ear discharge,3
Epistaxis,Respiratory Deficiency,2
Epistaxis,"Lice, fleas, ticks, or mites found on the body",1
Epistaxis,Scratch the eyes,2
Epistaxis,Purulent nasal discharge,2
Epistaxis,Serous Nasal Discharge,2
Epistaxis,Sinusitis,3
Epistaxis,Streaming frothy nasal discharge,1
Epistaxis,Hyperemia of visible mucosa,1
Epistaxis,Hyperventilation,2
Epistaxis,Light-colored bloody stool,1
Epistaxis,Loose gums,2
Epistaxis,Loss of appetite,2
Epistaxis,Nasal stenosis,3
Epistaxis,Pigmentation,2
Epistaxis,Quadriplegia,3
Epistaxis,Stenosis of the nasal aperture,2
Epistaxis,Nasal and facial swelling,1
Epistaxis,Hemorrhage or protrusion of a new growth from the oral cavity,2
Epistaxis,Weakness in the limbs or forelimbs and hindlimbs,1
Epistaxis,Mouth breathing,1
Epistaxis,Salivate,1
Epistaxis,Increased urge to defecate without stool production,1
Epistaxis,Salivation,3
Epistaxis,Paralysis of the hind limbs,4
Epistaxis,Foul-smelling feces,1
Epistaxis,Petechiae,2
Epistaxis,Erosion of the oral mucosa,1
Epistaxis,Facial Hemorrhagic Secretions,1
Epistaxis,Facial swelling,1
Epistaxis,Facial ulceration,1
Epistaxis,Frequent bowel movements,1
Epistaxis,Frequent urination,1
Epistaxis,Generalized or localized skeletal muscle weakness,1
Epistaxis,Gingival Bleeding,1
Epistaxis,Gingival swelling,1
Epistaxis,Gingivitis,1
Epistaxis,Hair Follicle Casts,1
Epistaxis,Hair Removal and Diffuse Erythema,1
Epistaxis,Headbanging,1
Epistaxis,Howling,1
Epistaxis,Hyperplastic ear canal stenosis,1
Epistaxis,Incapacitated,1
Epistaxis,Increased physical activity leading to hyperexcitability,1
Epistaxis,Increased water intake,1
Epistaxis,Inspiratory dyspnea,1
Epistaxis,Itching,1
Epistaxis,Lymph Node Swelling with Suppurative Ulceration,1
Epistaxis,Lymphadenopathy,1
Epistaxis,Massive hemorrhagic diarrhea occurred.,1
Epistaxis,Melena,1
Epistaxis,Mild skin fissures,1
Epistaxis,Miliary Dermatitis,1
Epistaxis,Miscarriage,1
Epistaxis,Motor Dyscoordination,1
Epistaxis,Mucinous stool,1
Epistaxis,Mucopurulent ocular discharge,1
Epistaxis,Mucosal Hemorrhage,3
Epistaxis,Mucosal Ulceration,1
Epistaxis,Nasal discharge resembling frothy fluid,1
Epistaxis,Ocular Abnormalities,1
Epistaxis,Oily ear discharge,1
Epistaxis,Oliguria,1
Epistaxis,Oral Bloody Secretions,1
Epistaxis,Oral Pain,1
Epistaxis,Oral Ulcer on the Dorsum of the Tongue,1
Epistaxis,Pain,1
Epistaxis,Painful swallowing,1
Epistaxis,Papule,1
Epistaxis,Petechia,1
Epistaxis,Polyuria,2
Epistaxis,Purulent discharge from the vagina,1
Epistaxis,Purulent intracanalicular discharge,1
Epistaxis,Pustule,1
Epistaxis,Rash,1
Epistaxis,Rectal Prolapse,1
Epistaxis,Reduced physical activity,1
Epistaxis,Reduced water intake,1
Epistaxis,Restlessness and Straining,1
Epistaxis,Salivation and fecal and urinary incontinence,1
Epistaxis,Scab Formation,1
Epistaxis,Scales,1
Epistaxis,Scratching the ears,1
Epistaxis,Shallow and rapid breathing,1
Epistaxis,Skin Bruising,1
Epistaxis,Skin Injury,1
Epistaxis,Skin Ulcer Scar,1
Epistaxis,Skin redness and swelling,1
Epistaxis,Soft Stool,1
Epistaxis,Squamous Patch,1
Epistaxis,Stomatitis,1
Epistaxis,Superficial Lymph Node Enlargement,1
Epistaxis,Swelling under the eyes,1
Epistaxis,Syncope,1
Epistaxis,The feces are coated with mucus.,1
Epistaxis,The feces are hard and dry.,1
Epistaxis,There are black spots the size of sesame seeds on the skin.,1
Epistaxis,Tilt the head to one side,1
Epistaxis,Tilted head,1
Epistaxis,Tremor of the head,1
Epistaxis,Ulcerative Infection,1
Epistaxis,Ulcerative Keratitis,1
Epistaxis,Unpleasant Odor in the Ear,1
Epistaxis,Urinary Incontinence,1
Epistaxis,Urine appears yellow to dark brown.,1
Epistaxis,Vaginal discharge,1
Epistaxis,Vomit can emit phosphorescence in the dark.,1
Epistaxis,Watery stool,1
Epistaxis,Hyperplastic External Auditory Canal Stenosis,1
Epistaxis,No defecation,1
Epistaxis,Polydipsia and Polyuria,1
Alopecia and diffuse erythema at the affected area,Circular alopecia with broken hairs,1
Alopecia and diffuse erythema at the affected area,Cyanosis (Skin turning purple/blue),15
Alopecia and diffuse erythema at the affected area,"Elevated, round to oval skin lesions",25
Alopecia and diffuse erythema at the affected area,Erythema,11
Alopecia and diffuse erythema at the affected area,Nodule,20
Alopecia and diffuse erythema at the affected area,Non-Pruritic Alopecia,7
Alopecia and diffuse erythema at the affected area,Patchy,2
Alopecia and diffuse erythema at the affected area,Scales,22
Alopecia and diffuse erythema at the affected area,Small Nodule,2
Alopecia and diffuse erythema at the affected area,Sparse hair,10
Alopecia and diffuse erythema at the affected area,The color of the fur on the dorsal side of the tail has darkened to a deep brown.,9
Alopecia and diffuse erythema at the affected area,The tail fur has become very greasy.,6
Alopecia and diffuse erythema at the affected area,There are black spots the size of sesame seeds on the skin.,19
Alopecia and diffuse erythema at the affected area,Thickening of the skin,8
Alopecia and diffuse erythema at the affected area,Dermatitis,30
Alopecia and diffuse erythema at the affected area,Hemorrhage,14
Alopecia and diffuse erythema at the affected area,Hyperpigmentation,6
Alopecia and diffuse erythema at the affected area,Plaque,18
Alopecia and diffuse erythema at the affected area,Purulent ocular discharge,1
Alopecia and diffuse erythema at the affected area,Rash,26
Alopecia and diffuse erythema at the affected area,Skin Inflammation,19
Alopecia and diffuse erythema at the affected area,Skin Odor,2
Alopecia and diffuse erythema at the affected area,Skin Swelling,20
Alopecia and diffuse erythema at the affected area,Skin injury,13
Alopecia and diffuse erythema at the affected area,Skin redness,21
Alopecia and diffuse erythema at the affected area,Skin redness and swelling,16
Alopecia and diffuse erythema at the affected area,Swelling,10
Alopecia and diffuse erythema at the affected area,Thickening and roughening of the skin,19
Alopecia and diffuse erythema at the affected area,Ulcer,15
Alopecia and diffuse erythema at the affected area,Edema,4
Alopecia and diffuse erythema at the affected area,Hair Removal and Diffuse Erythema,22
Alopecia and diffuse erythema at the affected area,Hyperplastic ear canal stenosis,2
Alopecia and diffuse erythema at the affected area,Small Mass,3
Alopecia and diffuse erythema at the affected area,Stiffness in the limbs and lameness,1
Alopecia and diffuse erythema at the affected area,Swelling at the affected area,4
Alopecia and diffuse erythema at the affected area,Conjunctival Hemorrhage,5
Alopecia and diffuse erythema at the affected area,Conjunctival Hyperemia,3
Alopecia and diffuse erythema at the affected area,Conjunctival hyperemia,5
Alopecia and diffuse erythema at the affected area,Corneal opacity,6
Alopecia and diffuse erythema at the affected area,Corneal opacity and whitening,6
Alopecia and diffuse erythema at the affected area,Ectropion,5
Alopecia and diffuse erythema at the affected area,Entropion,5
Alopecia and diffuse erythema at the affected area,Eye pain,4
Alopecia and diffuse erythema at the affected area,Facial swelling,2
Alopecia and diffuse erythema at the affected area,Hair Follicle Casts,14
Alopecia and diffuse erythema at the affected area,Hemorrhage or protrusion of a new growth from the oral cavity,3
Alopecia and diffuse erythema at the affected area,Hyperventilation,3
Alopecia and diffuse erythema at the affected area,Increased ocular discharge,7
Alopecia and diffuse erythema at the affected area,Inspiratory dyspnea,2
Alopecia and diffuse erythema at the affected area,Mild skin fissures,21
Alopecia and diffuse erythema at the affected area,Mucinous stool,3
Alopecia and diffuse erythema at the affected area,Mucosal Ulcer,4
Alopecia and diffuse erythema at the affected area,Mucus is attached to the feces.,1
Alopecia and diffuse erythema at the affected area,Ocular Abnormalities,3
Alopecia and diffuse erythema at the affected area,Oral Bleeding,3
Alopecia and diffuse erythema at the affected area,Oral Pain,4
Alopecia and diffuse erythema at the affected area,Oral Ulcer,4
Alopecia and diffuse erythema at the affected area,Petechiae,15
Alopecia and diffuse erythema at the affected area,Rectal Prolapse,3
Alopecia and diffuse erythema at the affected area,Redness and swelling,8
Alopecia and diffuse erythema at the affected area,Shallow and rapid breathing,2
Alopecia and diffuse erythema at the affected area,Shortness of breath,3
Alopecia and diffuse erythema at the affected area,Skin Injury,23
Alopecia and diffuse erythema at the affected area,Vomiting,1
Alopecia and diffuse erythema at the affected area,Watery stool,3
Alopecia and diffuse erythema at the affected area,Wound erosion,12
Alopecia and diffuse erythema at the affected area,Chin Hair Removal,2
Alopecia and diffuse erythema at the affected area,Cyanosis,7
Alopecia and diffuse erythema at the affected area,Redness of the chin skin,2
Alopecia and diffuse erythema at the affected area,Skin Wound,6
Alopecia and diffuse erythema at the affected area,There are black spots under the chin.,2
Alopecia and diffuse erythema at the affected area,Follicular Impetigo,9
Alopecia and diffuse erythema at the affected area,Folliculitis,8
Alopecia and diffuse erythema at the affected area,Hyperpigmentation of the skin,6
Alopecia and diffuse erythema at the affected area,Papule,4
Alopecia and diffuse erythema at the affected area,Patchy areas,3
Alopecia and diffuse erythema at the affected area,Itchy skin,7
Alopecia and diffuse erythema at the affected area,Joint Swelling,2
Alopecia and diffuse erythema at the affected area,Pain,7
Alopecia and diffuse erythema at the affected area,Progressive Arthritis,2
Alopecia and diffuse erythema at the affected area,Thickening and Coarsening of the Skin,3
Alopecia and diffuse erythema at the affected area,Cyst,11
Alopecia and diffuse erythema at the affected area,Skin Ulcer Scar,19
Alopecia and diffuse erythema at the affected area,Skin turns purple/blue,1
Alopecia and diffuse erythema at the affected area,The color of the fur on the dorsal side of the tail has darkened to a deep coffee brown.,4
Alopecia and diffuse erythema at the affected area,Scab Formation,3
Alopecia and diffuse erythema at the affected area,Bleeding,6
Alopecia and diffuse erythema at the affected area,Exudate,5
Alopecia and diffuse erythema at the affected area,Conjunctival vascular congestion,3
Alopecia and diffuse erythema at the affected area,Exophthalmos,2
Alopecia and diffuse erythema at the affected area,Paralysis of the hind limbs,2
Alopecia and diffuse erythema at the affected area,Bite mark,7
Alopecia and diffuse erythema at the affected area,Blister,10
Alopecia and diffuse erythema at the affected area,Hair is prone to breakage.,3
Alopecia and diffuse erythema at the affected area,Palpation elicits crepitus.,6
Alopecia and diffuse erythema at the affected area,Skin damage,7
Alopecia and diffuse erythema at the affected area,The tail hair has become very greasy.,8
Alopecia and diffuse erythema at the affected area,Alopecia areata with circular broken hair,4
Alopecia and diffuse erythema at the affected area,Bloodstain,3
Alopecia and diffuse erythema at the affected area,Dry Gangrene of the Skin,2
Alopecia and diffuse erythema at the affected area,Eosinophilic Granuloma,2
Alopecia and diffuse erythema at the affected area,Eosinophilic plaque,2
Alopecia and diffuse erythema at the affected area,Epidermal Elevation,2
Alopecia and diffuse erythema at the affected area,Erosion,5
Alopecia and diffuse erythema at the affected area,Exposing a red wound surface,2
Alopecia and diffuse erythema at the affected area,Hair Loss,5
Alopecia and diffuse erythema at the affected area,Hematoma,5
Alopecia and diffuse erythema at the affected area,Linear Granuloma,2
Alopecia and diffuse erythema at the affected area,"Manifestation of inflammatory changes such as redness, swelling, heat, and pain.",3
Alopecia and diffuse erythema at the affected area,Painless ulcer,3
Alopecia and diffuse erythema at the affected area,Skin Bruising,5
Alopecia and diffuse erythema at the affected area,Small nodule,1
Alopecia and diffuse erythema at the affected area,Sparse hair at the joints,2
Alopecia and diffuse erythema at the affected area,There is a sense of fluctuation.,3
Alopecia and diffuse erythema at the affected area,Black coal-like substances are produced.,1
Alopecia and diffuse erythema at the affected area,Blood spot,1
Alopecia and diffuse erythema at the affected area,Breast Lump,1
Alopecia and diffuse erythema at the affected area,Breast Pain,1
Alopecia and diffuse erythema at the affected area,Brown urine,2
Alopecia and diffuse erythema at the affected area,Cellulitis,2
Alopecia and diffuse erythema at the affected area,"Cervical, abdominal, and dorsal flexion",1
Alopecia and diffuse erythema at the affected area,Changes in urine odor,2
Alopecia and diffuse erythema at the affected area,Chronic Vomiting,2
Alopecia and diffuse erythema at the affected area,Circular ulcer on the lower lip,1
Alopecia and diffuse erythema at the affected area,Circular ulcer on the upper lip,1
Alopecia and diffuse erythema at the affected area,Clumsy and uncoordinated limbs,2
Alopecia and diffuse erythema at the affected area,Cold heels,1
Alopecia and diffuse erythema at the affected area,Colorless urine,2
Alopecia and diffuse erythema at the affected area,Corneal Defect,3
Alopecia and diffuse erythema at the affected area,Cough,2
Alopecia and diffuse erythema at the affected area,Cyanosis of the conjunctiva and tongue,2
Alopecia and diffuse erythema at the affected area,Developmental Delay,2
Alopecia and diffuse erythema at the affected area,Difficulty in maintaining standing balance,2
Alopecia and diffuse erythema at the affected area,Dull breathing,2
Alopecia and diffuse erythema at the affected area,Dyspnea,2
Alopecia and diffuse erythema at the affected area,Dysuria,2
Alopecia and diffuse erythema at the affected area,Epidermal Necrosis,3
Alopecia and diffuse erythema at the affected area,Excretion of tar-like feces,1
Alopecia and diffuse erythema at the affected area,Exercise Intolerance,1
Alopecia and diffuse erythema at the affected area,Exudes yellowish-white viscous pus,2
Alopecia and diffuse erythema at the affected area,Facial Hemorrhagic Secretions,2
Alopecia and diffuse erythema at the affected area,Facial ulceration,3
Alopecia and diffuse erythema at the affected area,Fecal incontinence,1
Alopecia and diffuse erythema at the affected area,Feces contain blood and mucus.,1
Alopecia and diffuse erythema at the affected area,Foot Pad Injury,2
Alopecia and diffuse erythema at the affected area,Footpad ulceration,3
Alopecia and diffuse erythema at the affected area,"For the majority of the time, maintain a seated or prone posture.",1
Alopecia and diffuse erythema at the affected area,Foul-smelling feces,1
Alopecia and diffuse erythema at the affected area,Frequent bowel movements,2
Alopecia and diffuse erythema at the affected area,Frequent urination,2
Alopecia and diffuse erythema at the affected area,Gastritis,1
Alopecia and diffuse erythema at the affected area,Generalized or localized skeletal muscle weakness,2
Alopecia and diffuse erythema at the affected area,Hair Removal,6
Alopecia and diffuse erythema at the affected area,Hair is dry and coarse.,1
Alopecia and diffuse erythema at the affected area,Head and Neck Extension,1
Alopecia and diffuse erythema at the affected area,Head tilts to one side,1
Alopecia and diffuse erythema at the affected area,Hematuria,2
Alopecia and diffuse erythema at the affected area,Hemorrhagic Diarrhea,1
Alopecia and diffuse erythema at the affected area,Hesitation or occasional reluctance to ascend or descend stairs,1
Alopecia and diffuse erythema at the affected area,Howl,1
Alopecia and diffuse erythema at the affected area,Incapacitated,2
Alopecia and diffuse erythema at the affected area,Increased heart rate,1
Alopecia and diffuse erythema at the affected area,Increased physical activity leading to hyperexcitability,2
Alopecia and diffuse erythema at the affected area,Increased urge to defecate without stool production,1
Alopecia and diffuse erythema at the affected area,Increased water intake,2
Alopecia and diffuse erythema at the affected area,Intermittent Diarrhea,2
Alopecia and diffuse erythema at the affected area,Joint Inflammation,1
Alopecia and diffuse erythema at the affected area,Joint and Muscle Pain,1
Alopecia and diffuse erythema at the affected area,Joint stiffness,1
Alopecia and diffuse erythema at the affected area,Light-colored bloody stool,1
Alopecia and diffuse erythema at the affected area,Limb Edema,1
Alopecia and diffuse erythema at the affected area,Lymph Node Swelling with Suppurative Ulceration,2
Alopecia and diffuse erythema at the affected area,Lymphadenopathy,3
Alopecia and diffuse erythema at the affected area,Massive hemorrhagic diarrhea occurred.,2
Alopecia and diffuse erythema at the affected area,Melena,2
Alopecia and diffuse erythema at the affected area,Miscarriage,2
Alopecia and diffuse erythema at the affected area,Motor Dyscoordination,2
Alopecia and diffuse erythema at the affected area,No Urination,1
Alopecia and diffuse erythema at the affected area,No defecation,1
Alopecia and diffuse erythema at the affected area,On tiptoes,1
Alopecia and diffuse erythema at the affected area,Perianal Pain,1
Alopecia and diffuse erythema at the affected area,Pigmentation,1
Alopecia and diffuse erythema at the affected area,Polyuria,2
Alopecia and diffuse erythema at the affected area,Presence or absence of lameness,1
Alopecia and diffuse erythema at the affected area,Proglottids expelled with feces,1
Alopecia and diffuse erythema at the affected area,Purulent discharge from the vagina,2
Alopecia and diffuse erythema at the affected area,Quadriplegia,2
Alopecia and diffuse erythema at the affected area,Reduced Urination,1
Alopecia and diffuse erythema at the affected area,Reduced physical activity,2
Alopecia and diffuse erythema at the affected area,Reduced water intake,2
Alopecia and diffuse erythema at the affected area,Restlessness and Straining,2
Alopecia and diffuse erythema at the affected area,Runny nose,2
Alopecia and diffuse erythema at the affected area,Salivation and fecal and urinary incontinence,2
Alopecia and diffuse erythema at the affected area,Skin laxity and lack of elasticity,1
Alopecia and diffuse erythema at the affected area,Sneezing,3
Alopecia and diffuse erythema at the affected area,Soft Stool,2
Alopecia and diffuse erythema at the affected area,Spinning in circles,1
Alopecia and diffuse erythema at the affected area,Squamous Patch,4
Alopecia and diffuse erythema at the affected area,Stiff Gait,1
Alopecia and diffuse erythema at the affected area,Stiff limbs and lameness,1
Alopecia and diffuse erythema at the affected area,Stiffness and difficulty in movement after prolonged lying down or upon getting up,1
Alopecia and diffuse erythema at the affected area,Superficial Lymph Node Enlargement,2
Alopecia and diffuse erythema at the affected area,Swelling of the Distal Joint,1
Alopecia and diffuse erythema at the affected area,Swelling under the eyes,2
Alopecia and diffuse erythema at the affected area,Syncope,2
Alopecia and diffuse erythema at the affected area,"The affected dog extends the affected limb away from the body while sitting, adopting a slightly relaxed posture.",1
Alopecia and diffuse erythema at the affected area,The feces are coated with mucus.,2
Alopecia and diffuse erythema at the affected area,The feces are hard and dry.,2
Alopecia and diffuse erythema at the affected area,"The head is held high, unwilling to bow down.",1
Alopecia and diffuse erythema at the affected area,The limbs exhibit a swimming motion.,1
Alopecia and diffuse erythema at the affected area,Tic,2
Alopecia and diffuse erythema at the affected area,Tilted head,2
Alopecia and diffuse erythema at the affected area,Tremor of the head,2
Alopecia and diffuse erythema at the affected area,Ulceration,3
Alopecia and diffuse erythema at the affected area,Ulcerative Keratitis,4
Alopecia and diffuse erythema at the affected area,Unable to lift one's head when bowing down.,1
Alopecia and diffuse erythema at the affected area,Unable to stand,1
Alopecia and diffuse erythema at the affected area,Urinary Incontinence,2
Alopecia and diffuse erythema at the affected area,Urine appears yellow to dark brown.,2
Alopecia and diffuse erythema at the affected area,Vaginal discharge,2
Alopecia and diffuse erythema at the affected area,Visible mucosal cyanosis,1
Alopecia and diffuse erythema at the affected area,Watery Diarrhea,1
Alopecia and diffuse erythema at the affected area,Weakness in the limbs or in the forelimbs and hindlimbs,1
Alopecia and diffuse erythema at the affected area,Weakness of the limbs,1
Alopecia and diffuse erythema at the affected area,Wiping the buttocks,2
Alopecia and diffuse erythema at the affected area,Interdigital Abscess,2
Alopecia and diffuse erythema at the affected area,Interdigital redness,2
Alopecia and diffuse erythema at the affected area,Small mass,5
Alopecia and diffuse erythema at the affected area,Dry Gangrene,1
Alopecia and diffuse erythema at the affected area,Ecchymosis,1
Alopecia and diffuse erythema at the affected area,Exposure of the red wound surface,2
Alopecia and diffuse erythema at the affected area,Skin Itching,2
Alopecia and diffuse erythema at the affected area,Circular hair removal,3
Alopecia and diffuse erythema at the affected area,Skin thickening,2
Alopecia and diffuse erythema at the affected area,Visible mucosal icterus,1
Alopecia and diffuse erythema at the affected area,Blood blister,5
Alopecia and diffuse erythema at the affected area,Miliary Dermatitis,3
Alopecia and diffuse erythema at the affected area,Petechia,2
Alopecia and diffuse erythema at the affected area,Protrusion of the eyeball from the orbit,1
Alopecia and diffuse erythema at the affected area,Redness and Swelling,1
Alopecia and diffuse erythema at the affected area,Ulcerative Infection,4
Alopecia and diffuse erythema at the affected area,Annular plaque,2
Alopecia and diffuse erythema at the affected area,Bilateral symmetrical alopecia,1
Alopecia and diffuse erythema at the affected area,Black coal-like residue is produced.,1
Alopecia and diffuse erythema at the affected area,Brown discharge in the ear,1
Alopecia and diffuse erythema at the affected area,Calcium Deposition in the Skin,1
Alopecia and diffuse erythema at the affected area,Conjunctival congestion,2
Alopecia and diffuse erythema at the affected area,Conjunctival redness and swelling,1
Alopecia and diffuse erythema at the affected area,Crusting,1
Alopecia and diffuse erythema at the affected area,Dander,1
Alopecia and diffuse erythema at the affected area,Defect of Nasal Mucosa,2
Alopecia and diffuse erythema at the affected area,Dilated pupils,1
Alopecia and diffuse erythema at the affected area,Dry and coarse hair,1
Alopecia and diffuse erythema at the affected area,Dry ear secretions,3
Alopecia and diffuse erythema at the affected area,Dysphagia,2
Alopecia and diffuse erythema at the affected area,Ear congestion,3
Alopecia and diffuse erythema at the affected area,Epidermal Hemorrhage,2
Alopecia and diffuse erythema at the affected area,Erosion of the oral mucosa,3
Alopecia and diffuse erythema at the affected area,Facial Swelling,1
Alopecia and diffuse erythema at the affected area,Foamy nasal discharge,1
Alopecia and diffuse erythema at the affected area,Footpad Swelling,1
Alopecia and diffuse erythema at the affected area,Frequent licking,1
Alopecia and diffuse erythema at the affected area,Gingival Swelling,1
Alopecia and diffuse erythema at the affected area,Gingivitis,3
Alopecia and diffuse erythema at the affected area,Hair thinning,1
Alopecia and diffuse erythema at the affected area,Head-shaking,1
Alopecia and diffuse erythema at the affected area,Hypertrophic Stenosis of the External Auditory Canal,1
Alopecia and diffuse erythema at the affected area,Itching,3
Alopecia and diffuse erythema at the affected area,Loose gums,2
Alopecia and diffuse erythema at the affected area,"Manifestation of inflammatory changes such as redness, swelling, heat, and pain",1
